N,P,K,temperature,humidity,ph,rainfall,label
111.93,26.62,34.49,29.402809,57.206411,6.118211,166.241238,coffee
65.51,49.13,18.29,18.969779,71.915939,6.425134,87.11822,maize
17.25,12.12,19.42,19.315386,93.038676,6.34285,125.045581,orange
87.19,31.33,59.46,28.940606,96.890957,6.336701,26.424154,muskmelon
3.32,116.34,205.5,10.033122,96.305364,6.325563,120.291044,apple
41.16,76.02,62.23,41.980098,93.139898,7.020282,169.858626,papaya
11.05,65.1,19.41,28.436459,66.791263,6.758601,99.37256,blackgram
102.44,26.07,59.74,29.80501,94.637766,6.055123,40.685715,watermelon
29.97,63.34,73.23,18.017808,16.075834,7.201042,77.851294,chickpea
4.59,13.84,12.31,12.694367,93.924455,7.317622,116.311824,orange
13.82,20.24,43.2,30.372723,93.611435,5.660294,102.251884,pomegranate
52.16,82.38,63.26,38.67989,94.365411,7.280007,140.436931,papaya
2.08,107.28,200.93,6.044808,93.339111,5.867997,101.98646,apple
16.9,78.02,20.14,20.596977,19.171829,5.623642,129.793894,kidneybeans
15.07,91.34,17.08,21.855534,23.207857,6.802355,122.174296,kidneybeans
82.29,35.01,58.06,30.123741,83.686437,6.810765,41.51372,watermelon
86.28,42.57,58.02,26.320178,77.612992,6.300259,165.048257,jute
31.61,19.4,41.09,28.857284,59.50735,6.214969,83.60473,mango
17.62,11.55,54.33,30.853448,88.127286,5.90895,129.608792,pomegranate
26.32,62.81,25.98,25.91848,72.4498,6.306283,97.757904,blackgram
117.6,56.54,17.62,27.46264,77.48843,7.272634,61.450339,cotton
29.14,52.16,15.07,24.565456,25.539864,6.634755,128.298411,kidneybeans
2.39,16.58,39.89,27.964444,91.020899,6.9223,144.094417,coconut
60.91,32.7,51.67,23.233141,81.612718,6.251567,172.846815,rice
2.37,80.79,19.03,20.116368,61.299588,7.33863,46.821864,lentil
86.24,48.67,21.02,23.664207,66.018175,6.74282,95.526639,maize
37.12,69.67,81.15,21.815976,22.112667,5.643701,80.627498,chickpea
93.39,21.67,51.93,31.695088,90.980026,6.355948,24.46747,muskmelon
2.36,15.67,12.81,10.799184,93.238289,6.977506,118.422647,orange
16.97,20.48,47.74,23.194836,94.305439,7.404063,115.269369,pomegranate
2.96,67.87,76.36,17.693692,16.446047,6.381925,89.716252,chickpea
11.69,55.35,29.42,17.838382,67.935159,6.772569,37.92422,lentil
98.13,44.91,18.32,20.077173,60.063692,5.545082,65.947666,maize
37.99,87.43,28.14,19.228235,19.881449,6.052516,132.230359,kidneybeans
4.0,23.26,43.97,27.217453,96.672072,5.975821,164.627773,coconut
84.31,48.14,63.12,36.263963,96.24948,6.146688,25.037218,muskmelon
119.12,21.19,51.14,25.39817,91.327463,6.924143,55.795011,watermelon
32.52,75.25,23.21,33.018736,55.180895,5.160855,65.962956,mothbeans
96.67,49.65,19.12,22.650141,63.009025,6.297829,69.361947,maize
99.39,50.85,22.2,21.183991,70.98427,6.401101,70.817785,maize
32.07,77.39,22.13,31.021157,55.239036,6.478629,52.940788,mothbeans
19.09,69.77,76.29,21.545339,20.07379,7.173226,64.346284,chickpea
6.45,59.06,17.17,34.219213,67.694317,6.935363,74.299527,blackgram
84.4,52.52,47.32,23.021501,83.992052,7.108324,161.761966,jute
72.8,70.98,57.64,33.935245,95.916466,7.930523,144.198859,papaya
1.46,77.81,18.24,25.743113,22.835579,6.130334,111.286254,kidneybeans
98.86,13.34,45.36,35.252579,91.200547,6.187812,24.238072,muskmelon
12.4,19.79,17.47,15.922669,96.645596,6.471577,111.937642,orange
14.13,68.46,18.27,31.629277,71.502923,6.249954,61.754331,blackgram
29.87,62.09,23.42,18.354402,72.290993,7.317272,56.323587,lentil
93.51,48.53,14.56,26.743343,55.479407,6.280686,83.183786,maize
6.89,77.19,15.65,30.216629,55.772221,4.377131,53.583152,mothbeans
0.06,22.84,30.31,33.737092,92.059945,6.666029,120.158951,pomegranate
34.73,44.39,20.71,29.565609,53.917205,3.880053,44.605849,mothbeans
119.83,46.95,62.42,27.067682,94.499725,6.927897,50.68745,watermelon
97.15,30.03,49.0,29.034541,92.745797,6.800955,43.260971,watermelon
12.01,47.25,19.48,32.631871,84.94319,6.127162,42.413994,mungbean
74.18,59.12,56.79,25.448684,81.946387,6.200082,156.570565,rice
92.26,45.53,53.22,31.758875,96.398481,6.83674,29.664136,muskmelon
5.61,98.19,23.92,31.416604,59.198528,6.408238,181.981111,pigeonpeas
67.58,33.9,44.27,21.588365,86.69814,6.155728,274.901729,rice
84.2,36.14,37.28,30.665848,61.865121,6.414811,168.448344,coffee
24.97,59.04,24.31,28.551166,54.522916,4.516082,53.195599,mothbeans
7.68,57.02,92.48,19.117694,24.046137,5.780111,87.108345,chickpea
112.76,98.56,48.08,25.483674,84.808318,6.463387,112.165457,banana
22.49,66.12,24.73,32.561965,53.644503,4.457218,40.467421,mothbeans
27.12,70.92,67.54,23.361858,24.566889,6.943673,96.7144,chickpea
20.19,88.74,20.02,24.126234,70.795318,7.428528,57.234062,lentil
103.08,25.99,61.67,31.682418,80.341122,6.776694,50.139976,watermelon
15.05,32.36,39.21,28.95375,59.163622,5.390432,96.77499,mango
85.11,63.36,61.52,24.089635,78.070518,6.31738,154.810469,jute
64.58,70.01,45.95,35.634928,92.74461,7.491042,153.659064,papaya
1.1,81.09,16.75,23.726225,67.937643,6.561129,54.997351,lentil
42.38,68.81,52.61,39.935864,94.482027,8.242517,167.404401,papaya
83.31,42.63,50.25,29.956328,89.585583,6.962305,49.876234,watermelon
31.07,82.42,88.47,17.822382,19.225247,6.706812,69.822642,chickpea
13.24,37.81,18.98,27.729337,87.366388,6.488945,38.138222,mungbean
107.21,29.06,59.89,29.343285,93.124457,6.335537,24.596552,muskmelon
10.34,83.15,16.78,26.433463,25.052557,5.778962,119.395953,kidneybeans
0.43,34.92,17.34,33.78929,87.09978,6.412398,42.872253,mungbean
63.87,77.56,56.34,38.117392,96.762525,7.445477,170.104778,papaya
22.95,63.25,22.04,31.508123,47.563641,6.861189,150.57247,pigeonpeas
18.04,48.29,22.86,27.082531,60.760104,4.887259,59.162667,mothbeans
89.62,22.33,27.7,29.979556,57.793057,6.197668,162.636347,coffee
35.7,57.66,29.28,28.138867,87.8339,7.112536,37.28337,mungbean
106.94,44.27,61.4,28.681957,80.721393,6.931169,47.917702,watermelon
10.74,100.65,199.96,24.823403,80.860987,5.97909,66.428429,grapes
6.79,57.81,62.32,24.594348,18.431676,7.168242,87.253179,chickpea
116.37,14.64,51.1,27.967218,90.249196,6.787745,59.220408,watermelon
1.36,26.97,43.57,30.738946,51.198495,6.059903,112.066992,mango
12.26,9.53,9.89,11.957095,94.876645,6.774859,122.083033,orange
10.57,16.56,16.71,12.400901,91.399896,6.711278,101.515131,orange
97.84,39.04,47.34,24.898432,86.492332,6.910892,172.265848,rice
72.69,58.59,38.73,23.6054,82.559651,6.904065,174.691173,rice
7.59,130.82,198.67,15.824579,89.672954,5.983483,78.975452,grapes
89.05,53.83,19.9,23.996954,64.455679,6.925092,77.135682,maize
18.03,70.05,21.97,27.781976,51.186479,4.473514,67.835437,mothbeans
23.12,80.18,20.55,23.940652,65.595222,6.673309,47.521451,lentil
120.99,41.92,16.72,24.90106,82.806274,6.649182,80.836844,cotton
71.12,51.09,49.01,26.872642,86.203577,6.216259,264.214884,rice
14.84,105.4,218.26,9.712336,92.371784,6.826046,116.967001,apple
11.55,29.59,6.42,15.478807,94.147764,6.461503,101.408597,orange
17.06,126.82,192.36,16.040644,81.354975,6.109321,68.070403,grapes
17.57,67.08,17.07,31.986336,64.482192,5.056688,174.044535,pigeonpeas
0.46,10.14,41.55,26.532132,91.996955,6.887206,134.739425,coconut
106.36,19.23,38.75,30.190775,55.510627,6.333665,194.508064,coffee
9.25,8.94,12.78,19.227317,91.402853,6.16078,124.758297,orange
10.6,19.45,15.49,16.387346,90.056976,6.947787,109.671638,orange
38.32,79.28,26.72,21.395537,17.111575,6.264602,130.431407,kidneybeans
115.21,37.83,23.67,27.908916,75.413089,6.231573,62.895434,cotton
102.82,17.45,59.46,24.805675,88.868,6.436259,45.005732,watermelon
107.6,84.27,46.35,29.027951,78.908835,5.987395,99.777435,banana
100.57,101.48,58.17,31.014357,87.228986,5.602395,131.453208,banana
102.6,38.16,56.24,34.9352,90.000092,6.059442,26.984624,muskmelon
12.91,25.3,6.93,16.161867,95.416877,6.468608,102.391467,orange
17.59,131.07,196.02,16.343337,90.828563,6.906015,72.686424,grapes
34.8,65.28,16.61,30.742973,83.868102,7.029194,57.492997,mungbean
12.79,64.7,23.15,22.493522,22.793664,6.925003,117.113265,kidneybeans
3.65,105.73,215.51,21.216398,90.084103,6.664294,73.874431,grapes
93.45,59.67,46.68,25.873488,89.903217,5.712394,217.236842,rice
70.5,58.1,37.23,20.859306,88.311127,5.729926,176.890246,rice
67.95,79.28,58.79,34.716803,92.44336,7.284508,166.179993,papaya
35.13,52.88,23.57,27.059785,47.853354,6.0825,45.130104,mothbeans
8.93,64.64,17.24,28.499992,70.759661,6.261693,83.254052,blackgram
99.47,51.53,58.54,20.82935,88.505337,6.455611,168.288252,rice
6.62,56.34,29.88,27.354752,92.867409,6.417925,49.436998,mungbean
0.56,96.38,18.97,18.356042,17.974245,5.860373,116.43437,kidneybeans
17.4,59.66,23.88,25.255318,60.111846,7.277463,61.856962,blackgram
5.86,47.28,19.26,26.188275,88.144503,6.24845,47.716122,mungbean
65.59,36.0,30.22,25.508471,86.648509,6.557748,267.109355,rice
12.47,75.67,24.22,17.083185,69.115433,7.23485,53.061901,lentil
82.18,82.56,55.74,28.398143,82.151014,5.896474,97.804985,banana
9.39,77.41,21.39,25.15973,21.400085,6.250991,159.345516,kidneybeans
71.53,52.05,36.07,24.863587,88.607191,5.698154,242.156961,rice
61.26,76.27,41.01,41.555942,96.695007,7.05228,161.990342,papaya
94.51,40.04,17.62,22.89502,61.661883,6.146991,99.029057,maize
21.58,74.07,23.57,18.441666,20.638488,6.374467,135.111481,kidneybeans
88.85,97.32,63.39,27.991391,79.823387,6.781361,143.602549,banana
33.94,59.11,62.02,23.939388,17.363803,6.737833,90.398675,chickpea
32.89,75.93,91.27,20.425359,21.017304,7.212458,85.242618,chickpea
33.6,32.64,44.32,34.197119,55.153131,5.403554,80.090343,mango
102.22,10.3,48.77,37.31278,94.229214,6.929547,23.1012,muskmelon
98.58,26.76,54.82,34.207817,87.174866,6.514626,57.733642,watermelon
2.57,60.51,17.64,31.620883,73.185058,6.454132,73.315305,blackgram
117.41,86.06,54.36,30.286019,78.980498,6.945486,144.689232,banana
91.85,47.47,46.33,24.457714,82.34127,7.230865,185.075016,jute
106.78,25.84,46.17,28.341689,65.037522,6.883865,185.726464,coffee
7.27,23.63,42.16,28.411366,95.602629,5.380642,153.222682,coconut
120.34,37.83,20.98,28.041258,81.109678,7.491932,63.566738,cotton
36.33,75.6,25.19,26.645209,53.716969,4.239273,43.857655,mothbeans
15.81,79.88,74.86,18.510691,16.150454,6.320098,79.176683,chickpea
30.25,42.86,23.83,30.157302,92.529125,6.183022,33.42789,mungbean
49.71,85.44,54.42,33.419288,94.929785,7.513365,169.90826,papaya
36.28,62.94,23.69,25.840204,62.599403,4.392561,61.742087,mothbeans
114.47,39.64,20.7,29.391196,78.166076,7.016125,85.856418,cotton
0.56,43.38,17.29,27.184113,92.473003,6.904807,35.29373,mungbean
89.64,35.27,55.98,28.044495,96.960405,6.814329,24.864713,muskmelon
94.51,70.79,46.18,28.517983,81.93158,5.750307,101.359698,banana
16.11,109.65,221.7,10.599685,90.383039,6.698931,115.193006,apple
86.25,31.08,30.16,20.361605,86.059252,6.702223,185.782923,rice
90.56,34.66,54.71,29.114506,95.493186,6.425859,26.108343,muskmelon
84.88,55.74,30.14,23.602405,86.772874,5.544411,210.203334,rice
18.19,33.32,23.69,29.085167,91.730785,6.510517,56.246916,mungbean
86.85,37.08,45.5,25.761952,93.539122,6.997543,49.75181,watermelon
129.48,41.83,17.35,25.094083,83.80932,6.794331,67.312816,cotton
24.59,66.69,82.87,18.228638,22.13747,5.650035,89.191231,chickpea
91.74,29.96,48.25,34.586179,86.704165,6.352279,40.583932,watermelon
3.87,61.64,27.55,19.312491,19.040288,6.322921,112.907873,kidneybeans
89.07,32.41,50.08,30.284922,82.575832,6.941233,57.73835,watermelon
15.56,24.22,36.68,34.396988,94.086751,6.560137,141.896835,coconut
1.84,89.7,18.72,19.475469,63.740036,6.767533,46.579841,lentil
6.43,118.57,220.23,8.374953,86.508893,6.520071,62.208309,grapes
16.77,22.91,7.23,19.779273,95.506104,6.859083,104.956928,orange
69.67,57.08,18.85,26.494353,55.094828,6.780054,90.955954,maize
93.74,57.08,59.39,25.614181,87.794775,6.463725,266.849453,rice
95.5,51.84,14.79,24.087411,66.619787,6.11371,90.088738,maize
31.19,67.84,97.23,21.897768,14.386936,5.815047,68.232792,chickpea
86.31,42.56,53.23,24.69862,83.336378,6.84755,264.379822,rice
15.61,57.11,19.2,31.544135,60.455111,6.189809,58.832563,mothbeans
77.12,48.33,49.04,22.882676,84.087831,5.826443,238.245937,rice
108.09,42.66,60.3,32.479312,93.327606,6.084179,53.943831,watermelon
16.91,12.34,35.6,26.922661,91.942038,5.19501,171.40852,coconut
76.35,52.95,19.5,27.267694,73.655592,6.087238,76.463123,maize
81.19,56.1,16.52,19.317548,57.513277,6.928375,84.101538,maize
39.64,55.27,26.94,23.435955,69.665603,6.778861,58.954448,lentil
20.05,75.88,19.89,26.281623,74.733462,7.015108,94.027625,blackgram
66.61,47.6,12.4,26.519332,66.684557,6.602694,74.801643,maize
63.36,37.31,55.31,24.463121,86.491491,6.505305,264.435453,rice
77.17,59.88,45.26,25.137657,87.005022,6.453217,171.626894,jute
11.29,15.7,39.39,29.578649,90.89768,5.322468,146.076534,coconut
5.12,53.96,25.47,26.437143,52.19633,3.581519,44.60565,mothbeans
10.67,11.49,33.26,29.203047,92.742281,7.67585,162.917089,coconut
13.04,21.93,50.05,34.122358,95.527445,6.351186,126.432722,pomegranate
62.7,41.58,10.01,22.363167,70.492478,5.552258,92.61288,maize
35.43,58.64,81.25,23.23416,16.702697,5.961493,61.087285,chickpea
93.48,41.07,46.91,32.14397,84.236887,6.135642,53.563824,watermelon
13.25,75.44,17.86,26.930075,55.834771,5.257755,168.889701,pigeonpeas
119.03,19.42,49.03,30.829628,88.342799,6.225851,53.407297,watermelon
26.21,84.17,26.74,23.857924,71.401032,7.203239,30.304127,lentil
108.66,40.88,64.51,28.181765,96.665661,6.39159,28.379924,muskmelon
74.62,32.02,36.06,20.123681,84.532799,6.45181,201.493869,rice
112.87,34.25,27.39,29.738078,59.246516,6.069265,182.296501,coffee
26.75,60.5,25.67,17.384868,68.440546,6.891449,53.909142,lentil
12.07,79.74,29.09,26.256533,66.226611,6.97327,89.339632,blackgram
97.4,29.92,64.75,30.351725,90.136869,6.111373,22.445019,muskmelon
91.5,45.56,18.43,19.018942,68.058443,6.933024,85.636603,maize
7.37,83.6,20.7,34.242804,60.294484,5.894768,174.951498,pigeonpeas
60.59,54.82,55.7,22.605831,81.536129,6.401261,167.950883,rice
32.86,57.7,26.3,25.488101,61.794404,5.18196,47.793947,mothbeans
89.02,44.64,59.97,35.737611,90.274371,6.91513,25.747384,muskmelon
112.93,31.63,48.87,34.796408,90.539827,6.218955,27.921575,muskmelon
3.09,132.82,212.5,9.186704,81.725642,6.45077,71.422322,grapes
2.29,21.85,41.67,22.910463,89.522685,6.383246,110.908996,pomegranate
99.06,17.1,54.76,25.125442,93.088042,6.560537,48.090118,watermelon
89.1,61.47,38.42,26.78772,94.312804,6.073465,161.152283,jute
114.6,51.86,15.14,29.114558,76.02439,7.999427,78.842479,cotton
119.55,39.36,21.07,23.813493,76.976319,7.607778,67.05501,cotton
14.31,73.27,25.43,31.658537,72.441428,6.415695,73.587349,blackgram
10.17,20.02,34.23,24.647244,95.033507,6.117939,197.475933,pomegranate
20.13,99.54,15.18,23.008375,21.610601,6.711171,121.316892,kidneybeans
18.55,61.58,91.84,24.260839,22.829927,6.032062,70.965376,chickpea
76.76,68.22,49.77,35.082764,91.526437,7.97222,142.812569,papaya
33.31,62.13,77.59,24.884969,24.835514,7.312214,91.937934,chickpea
102.8,10.53,54.31,33.281855,93.920864,6.342555,52.848732,watermelon
96.96,33.32,64.75,30.449986,94.010844,6.61096,25.491072,muskmelon
70.93,41.52,18.92,20.947552,68.272421,6.754368,60.908027,maize
83.76,22.06,40.16,25.686949,60.561464,6.624552,190.124526,coffee
9.84,54.48,28.52,30.669292,84.325511,6.517149,47.711076,mungbean
38.34,78.4,85.42,22.951958,19.847742,6.452268,77.98129,chickpea
58.76,56.39,44.46,38.43136,95.25711,7.77292,151.52494,papaya
117.66,26.83,43.73,27.310208,69.299521,6.036474,170.899349,coffee
83.61,41.91,38.24,26.205903,81.875937,5.627217,201.289041,rice
90.73,36.44,62.46,34.096114,91.488786,6.049166,20.44614,muskmelon
76.76,58.99,47.88,26.531163,88.043609,6.201072,267.714517,rice
80.1,36.13,37.61,23.109195,80.8803,6.080267,171.157984,jute
128.13,52.32,21.69,26.613031,84.66826,7.00355,85.148912,cotton
33.72,57.56,26.65,28.765387,51.066753,5.346048,199.601576,pigeonpeas
8.17,71.79,17.95,27.912633,67.598172,6.730065,84.033975,blackgram
80.16,35.06,50.66,32.943707,92.084044,6.996261,22.308423,muskmelon
13.11,10.83,36.46,34.794187,92.211733,5.104833,131.425809,coconut
90.96,43.17,55.76,24.881576,80.941773,6.963434,264.170955,rice
17.2,12.65,9.07,19.975372,94.090751,6.184565,107.965749,orange
18.52,26.19,38.32,31.348217,56.690125,5.56498,89.430847,mango
4.82,15.84,31.96,32.654357,50.271639,6.855169,90.188409,mango
113.18,16.5,54.94,34.671248,90.723729,6.149957,26.339826,muskmelon
94.08,45.14,57.29,24.109868,88.502743,6.010886,224.822544,rice
4.74,102.87,219.93,9.108926,91.15414,5.947072,129.698005,apple
13.73,39.47,28.64,32.459444,90.181597,6.074302,33.936149,mungbean
76.17,69.07,48.62,37.603655,91.362865,7.751081,166.951151,papaya
95.72,107.21,59.61,28.492694,89.520696,6.143137,106.607565,banana
22.48,61.63,29.68,29.637113,66.506025,6.617466,72.487203,blackgram
81.47,22.15,48.14,31.957885,96.855423,6.181071,23.188739,muskmelon
3.84,128.3,205.07,2.616236,95.820081,5.987021,128.032783,apple
7.02,22.26,34.85,32.609721,92.730927,6.606918,124.625288,coconut
57.13,87.54,45.96,41.294252,96.959468,6.603814,158.598269,papaya
32.5,88.14,18.33,29.512153,54.255979,6.652821,168.384468,pigeonpeas
94.53,45.09,48.79,26.179548,81.284319,6.268174,198.308438,jute
15.33,100.79,209.74,2.601675,91.955683,5.55207,105.083883,apple
19.13,114.19,192.9,7.800628,91.595059,6.629485,119.719169,apple
78.2,55.48,14.69,18.509605,57.232007,6.076757,63.026423,maize
9.45,50.02,23.11,30.523848,90.574625,6.411972,49.94711,mungbean
4.99,126.75,192.15,8.25127,94.09144,5.936451,108.793689,apple
18.6,84.64,18.65,22.900529,73.188388,7.314666,54.353222,lentil
2.72,127.37,217.19,22.713782,83.693529,5.691146,75.621809,grapes
61.61,36.05,33.75,23.531717,87.451881,6.445018,277.669665,rice
107.82,29.84,57.51,27.472348,82.187303,6.435429,58.879582,watermelon
27.78,59.63,26.59,19.291817,69.312956,7.299216,41.566684,lentil
11.84,129.15,211.38,0.250081,91.22124,5.748358,102.938545,apple
7.8,103.67,212.68,20.430366,82.612781,6.541655,63.580951,grapes
24.54,85.59,96.34,23.331612,19.070245,5.662308,60.632222,chickpea
67.09,60.34,22.69,18.402537,63.992654,6.838732,97.480931,maize
91.75,97.39,59.52,33.44556,79.798284,6.612834,96.389394,banana
32.77,74.64,26.59,20.440241,21.448338,5.796223,151.65317,kidneybeans
15.46,9.71,15.74,16.254953,94.566036,6.263922,120.07522,orange
2.22,25.17,27.71,31.791351,48.483692,6.880181,102.372853,mango
91.03,41.95,26.79,27.959624,60.664429,6.53524,180.228825,coffee
54.99,53.75,54.8,39.045665,95.542884,7.801046,153.873349,papaya
17.35,133.63,204.36,20.702873,80.104939,6.016734,68.806023,grapes
3.68,139.69,223.49,12.304666,83.103244,5.820883,67.748431,grapes
0.26,15.17,29.95,32.04008,90.112393,6.394705,175.738322,coconut
127.23,48.52,23.29,25.878125,84.851158,7.715146,68.416342,cotton
90.6,49.04,46.61,23.91445,83.039501,5.546227,215.507608,rice
2.55,92.22,24.59,32.350804,59.234342,6.716869,118.379207,pigeonpeas
34.35,57.29,20.41,32.146402,62.381229,6.238608,79.454337,blackgram
33.68,63.21,87.44,23.851277,14.855191,7.030049,72.306619,chickpea
17.02,89.62,25.6,19.873476,65.572536,6.930797,31.101366,lentil
16.41,58.4,26.11,25.06238,18.22997,6.090186,153.5743,kidneybeans
13.73,130.37,207.26,5.865338,95.336652,5.950015,106.241595,apple
6.56,38.28,42.7,27.608789,88.830158,6.778814,152.005128,pomegranate
19.08,35.99,40.04,29.500908,95.909471,6.636875,111.50276,pomegranate
82.79,56.66,49.43,25.986279,94.489481,6.376681,189.627356,jute
95.33,45.18,47.13,32.836043,95.913485,6.556963,22.103436,muskmelon
10.97,91.53,26.4,31.95552,47.780102,6.615668,167.717596,pigeonpeas
96.9,51.99,47.16,27.710288,79.300355,6.663423,155.432285,jute
79.83,41.61,47.1,23.315093,92.171718,6.035002,184.176229,jute
25.02,32.15,35.79,30.919142,48.81997,6.388305,100.382701,mango
3.34,25.95,45.15,23.202824,86.701963,7.212697,131.138744,pomegranate
32.4,67.25,19.17,34.549807,58.316275,6.957786,69.137839,mothbeans
1.87,55.23,15.73,26.921142,60.064242,6.756315,81.132576,blackgram
61.74,35.44,37.1,21.745713,85.712327,6.124394,157.388118,rice
25.03,64.31,16.03,23.849265,62.878414,6.533059,47.181124,lentil
30.67,51.61,22.59,31.226297,64.602508,6.647475,82.171925,blackgram
32.71,71.7,22.37,31.749041,48.252144,6.153074,68.85499,mothbeans
14.25,139.61,213.84,19.657785,87.502434,6.455464,65.887614,grapes
118.75,32.95,49.35,34.986292,82.620159,6.335558,43.441244,watermelon
14.54,35.99,23.95,31.026644,86.083608,7.289775,55.363737,mungbean
100.27,41.52,23.55,23.988287,76.306689,7.478095,72.190789,cotton
47.05,61.13,43.45,39.619906,93.118144,8.38727,163.25136,papaya
93.84,39.08,55.82,29.822368,82.928688,6.690362,47.840678,watermelon
9.64,37.92,39.2,30.310221,54.383745,4.988219,90.545109,mango
108.62,81.01,48.91,27.138525,77.972113,6.285673,98.137579,banana
1.26,57.21,24.21,20.09297,22.994471,6.026834,153.198733,kidneybeans
10.95,36.3,19.6,25.349158,85.374952,6.990176,34.268489,mungbean
111.69,20.62,59.5,29.698952,91.993252,6.311822,29.96435,muskmelon
8.54,8.34,40.22,26.034674,94.656835,5.803131,157.7752,coconut
19.94,51.69,25.25,26.554466,24.462354,5.915797,103.199505,kidneybeans
7.84,20.46,44.57,27.50561,95.748231,6.532779,138.517203,pomegranate
0.01,60.51,20.49,33.838372,73.688738,7.320787,65.72715,blackgram
33.4,76.88,22.25,33.942893,64.152049,6.98765,63.51855,blackgram
83.88,10.77,46.65,28.01355,94.625245,6.547247,55.094522,watermelon
119.49,105.16,48.94,32.867559,84.014269,6.302217,120.836315,banana
7.5,19.81,47.86,29.145268,91.949817,6.611046,177.269302,pomegranate
80.03,31.53,30.42,29.527894,65.205533,6.501127,179.391329,coffee
77.83,54.07,62.0,40.20116,92.93817,6.805734,145.455338,papaya
69.75,49.19,62.3,23.515398,93.564998,6.732233,194.652039,jute
3.5,24.54,32.63,25.351054,91.173454,6.234794,177.433049,coconut
0.11,17.32,11.36,16.527447,92.028209,7.310543,122.030372,orange
13.33,5.24,40.74,30.256531,93.428125,6.708326,161.312684,coconut
84.06,47.36,58.05,25.043053,91.820862,6.368406,44.897413,watermelon
16.09,143.05,210.32,7.620628,92.977778,6.551932,127.624639,apple
49.39,85.98,44.78,34.38563,90.085138,6.863896,146.6417,papaya
84.43,38.38,61.81,29.052851,90.881042,6.281047,20.119358,muskmelon
81.5,47.23,60.8,37.821616,96.371124,6.315813,26.915834,muskmelon
131.84,46.67,18.24,28.767716,78.43371,7.243702,78.537444,cotton
7.97,118.97,217.93,24.736696,88.476017,5.618601,62.058059,grapes
80.7,46.29,38.69,23.529267,78.060738,6.308736,187.68932,jute
68.74,58.87,41.05,23.985525,83.914987,7.417411,179.272748,jute
19.59,105.39,202.03,11.535525,82.801844,6.23647,71.276542,grapes
16.62,81.53,17.23,20.67959,74.846539,7.00592,44.949715,lentil
96.28,31.34,36.99,22.044415,84.901975,6.379668,223.993496,rice
12.01,26.12,32.96,30.350467,54.560996,6.902341,97.145386,mango
34.16,52.15,27.36,17.777701,60.949255,7.258601,46.089319,lentil
1.42,140.4,215.58,11.404737,96.121453,6.687359,112.955578,apple
19.14,51.0,26.64,34.77506,87.332394,6.513473,41.20773,mungbean
15.45,18.5,35.72,32.188896,94.883538,7.010173,150.570775,coconut
77.69,39.06,57.55,25.469058,81.105884,6.995552,281.880004,rice
74.85,52.15,21.4,25.72353,59.136271,6.912308,66.032767,maize
15.93,41.89,43.54,36.728359,56.524759,5.004972,117.798165,mango
19.85,31.14,31.27,27.281614,86.888013,5.745889,158.706541,pomegranate
138.33,45.55,21.97,24.587023,83.007857,7.639851,68.857371,cotton
36.44,79.79,28.98,20.759919,66.199387,6.858407,48.489213,lentil
88.58,15.17,63.51,29.619307,96.154959,6.650457,25.768615,muskmelon
7.23,9.09,13.27,14.894024,95.950125,7.093922,126.284185,orange
11.13,100.27,190.64,21.219754,82.429045,6.398108,73.621639,grapes
33.5,59.38,15.73,24.181404,54.575606,4.075326,61.153778,mothbeans
89.57,34.77,42.2,26.920999,61.777,6.435778,189.807931,coffee
30.29,91.41,25.78,23.275587,19.90217,6.54591,157.418295,kidneybeans
15.51,90.61,25.64,22.215648,25.032359,5.844922,110.223491,kidneybeans
101.38,70.87,55.08,30.453365,86.03168,6.474227,111.503804,banana
83.81,16.09,53.96,26.042746,91.037317,6.05804,50.994187,watermelon
19.29,59.81,28.27,18.107222,60.814654,7.204429,43.598582,lentil
20.78,86.29,24.89,20.169174,66.208977,7.105244,52.808259,lentil
84.11,26.16,45.36,28.454357,57.573592,6.312632,197.911158,coffee
33.87,73.29,27.73,30.064733,49.460723,6.888291,127.497087,pigeonpeas
49.96,55.83,43.65,35.305851,93.757948,8.016191,169.847183,papaya
72.77,74.69,52.95,36.182705,90.525391,8.481944,146.11708,papaya
3.07,15.8,11.84,17.333125,93.094595,6.889739,124.975556,orange
6.42,56.42,26.33,25.371607,88.645145,6.863816,39.103287,mungbean
61.06,41.48,19.02,22.861921,60.203693,6.127984,97.895516,maize
118.97,26.7,61.15,33.259891,91.567733,6.580419,22.18062,muskmelon
18.31,42.93,29.19,34.152328,59.669978,5.874034,107.687356,mango
71.39,34.61,33.46,20.148036,80.553954,5.761962,158.00729,rice
34.2,71.11,20.33,30.954997,63.353162,6.252584,78.845965,blackgram
96.99,54.68,31.11,22.608916,80.486985,5.663923,251.295844,rice
92.93,45.04,12.2,26.60801,71.462492,6.308413,100.959994,maize
15.68,118.92,217.95,23.938052,82.582567,6.646205,66.15584,grapes
12.71,59.8,15.08,21.278415,61.749689,6.787496,49.235695,lentil
99.04,35.35,44.81,24.711751,80.770691,7.226136,152.253572,jute
107.81,46.96,18.52,26.525286,80.699453,7.98187,86.996851,cotton
110.81,41.62,39.93,25.792877,59.556223,6.857023,170.639974,coffee
88.9,91.13,45.81,27.142558,86.426424,6.690097,136.584268,banana
32.75,43.19,28.46,31.627122,46.530645,5.34785,82.60391,mango
116.3,44.9,46.29,32.325408,93.822914,6.621348,52.017521,watermelon
